title,price,layout,mount,hall_effect,hotswap,case_material,backlight,connectivity,screen,knob
Mistel X8BT V2 Gloaming,$118,"100%,",Plate Mount,no,yes,n/a,no,"Wireless,",no,no
Modokey Divinikey Tess65,$65,"65%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Modokey Divinikey Tess65 Burgundy,$65,"65%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Modokey Divinikey Tess65 Navy,$65,"65%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Modokey Divinikey Tess65 Sage,$65,"65%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Monka 3067 Light,$42,"65%,",n/a,no,yes,n/a,no,"Wired,",no,no
Monka 3075 Pro,$69,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,no
Monka 6067,$69,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Monka 6075 Pro,$75,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Monka 6087,$75,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Monka 6102 FR4 Position Plate,$118,"100%,",Gasket Mount,no,yes,"Alu case,",no,"Wired,",no,no
Monka A75,$79,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Monka A75 MAX,$89,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Monka AE75,$62,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Monka AE98,$62,"98%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Monka Alice67 Pro,$89,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Monka K75,$69,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Monokei Kage Hand Engineering,$480,"80%,",Top Mount,no,yes,"Alu case,",no,n/a,no,no
Monokei Kage SE,$369,n/a,Top Mount,no,yes,"Alu case,",no,n/a,no,no
Monokei Standard,$126,"75%,",Gasket Mount,no,yes,n/a,no,"Wireless,",no,no
Monokei Systems,$199,"75%,",Gasket Mount,no,no,"Alu case,",no,"Wireless,",no,yes
Monokei Tomo 75% TGR Collab,$295,"75%,",Top Mount,no,yes,"Alu case,",no,n/a,no,no
Monsgeek M1,$89,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Monsgeek M1 HE,$179,"75%,",Gasket Mount,yes,yes,"Alu case,",yes,n/a,no,yes
Monsgeek M1 HESP,$189,"75%,",Gasket Mount,yes,yes,"Alu case,",yes,"Wired,",no,no
Monsgeek M1 V5,$99,"75%,",Plate Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Monsgeek M1W,$107,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Monsgeek M1W SidePrinted,$139,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Monsgeek M1W Updated Version,$139,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Monsgeek M1W V3 SP,$99,"75%,",Plate Mount,yes,yes,"Alu case,",yes,"Wireless,",no,yes
Monsgeek M2,$149,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Monsgeek M3,$89,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Monsgeek M3W,$97,"80%,",Plate Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Monsgeek M5,$149,"100%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Monsgeek M6,$120,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Monsgeek M7W,$98,"65%,",Plate Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Monsgeek MG108,$108,"100%,",Tray Mount,no,no,n/a,yes,"Wired,",no,no
Monsgeek MG108W,$63,"100%,",Tray Mount,no,yes,n/a,no,"Wireless,",no,no
Monsgeek MG75,$43,"75%,",Tray Mount,no,yes,n/a,no,"Wireless,",no,no
Mxrskey CK210,$95,n/a,Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Mxrskey CK650,$169,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Mxrskey CK820,$179,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Mxrskey CK820 Pro,$199,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Mxrskey WINGMAN XII USB Expansion Port,$109,n/a,n/a,no,yes,Alu case,yes,"Wired,",no,yes
NIUNIU @40,$89,"40%,",n/a,no,yes,Alu case,no,"Wireless,",no,no
NIUNIU Felice Kotte Better Club,$129,"40%,",Plate Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
NIUNIU ORTHO Rolypoly 40 R3,$109,"40%,",Top Mount,no,yes,"Alu case,",no,"Wireless,",no,no
NIUNIU STAGGERED Rolypoly 40 R3,$109,"40%,",Top Mount,no,yes,"Alu case,",no,"Wireless,",no,no
NPK Club RO75,$99,"75%,",Gasket Mount,yes,yes,"Alu case,",yes,"Wireless,",no,no
Neo Angry Miao Neon80,$516,"80%,",Top Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Neo MOJO Pad Neon,$89,n/a,Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Neo MOJO68 Neon,$199,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Newmen GM1000,$95,"96%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
Newmen GM560 Pro,$89,"96%,",n/a,yes,yes,Alu case,yes,"Wired,",no,no
Newmen GM840 Pro,$55,"75%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
Newmen GM980,$119,"95%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Newone Rose75,$375,"75%,",Top Mount,no,no,"Alu case,",no,n/a,no,no
NextTime NT19 Numpad,$39,n/a,Gasket Mount,no,no,n/a,no,"Wireless,",no,no
NextTime X75,$59,"75%,",Gasket Mount,no,yes,n/a,yes,"Wired,",no,yes
Niuniu #34,$119,"40%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Niuniu GB34,$195,"40%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Niuniu Tumbler40 RolyPoly 40 Staggered/Ortho,$135,"40%,",Top Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Niz Atom68,$189,"65%,",n/a,no,no,n/a,yes,"Wireless,",no,no
Niz Mini84 V6 Pro,$196,"75%,",n/a,no,no,n/a,no,Wired,no,no
Niz PLUM C103,$199,"98%,",n/a,no,no,n/a,no,"Wireless,",no,no
Niz PLUM Micro82,$191,"100%,",n/a,no,no,n/a,yes,"Wireless,",no,no
Niz Plum ATOM68 ElectroCapacitive,$219,"65%,",n/a,no,no,Alu case,no,"Wireless,",no,no
Niz S104,$194,"100%,",n/a,no,no,n/a,no,Wired,no,no
Niz X108 Capacitancia,$219,"100%,",n/a,no,no,n/a,yes,"Wireless,",no,no
Niz X87 Pro Capacitancia,$192,"80%,",n/a,no,no,n/a,yes,"Wireless,",no,no
Niz X99,$198,"96%,",n/a,no,no,n/a,no,Wired,no,no
NlZ Plum X87 ElectroCapacitive,$179,"80%,",n/a,no,no,Alu case,no,"Wired,",no,no
Noppoo,$89,"75%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
Noppoo C75 Pro,$69,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",yes,yes
Novelkeys NK65 Olivia Edition,$220,"65%,",Top Mount,no,yes,n/a,yes,"Wired,",no,no
Nuphy Air60,$99,"60%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Nuphy Air60 HE,$119,"60%,",Plate Mount,yes,no,"Alu case,",yes,"Wired,",no,no
Nuphy Air60 V2,$109,"60%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Nuphy Air75,$109,"75%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Nuphy Air75 HE,$129,"75%,",Plate Mount,yes,no,"Alu case,",yes,"Wired,",no,no
Nuphy Air75 V2,$119,"75%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Nuphy Air96,$119,"96%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Nuphy Air96 V2,$129,"96%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Nuphy Field75,$159,"75%,",n/a,no,yes,n/a,yes,"Wireless,",no,yes
Nuphy Field75 HE,$149,"75%,",Top Mount,yes,no,n/a,yes,"Wired,",no,yes
Nuphy Gem80,$149,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Nuphy Halo65,$119,"65%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Nuphy Halo65 HE,$99,"65%,",Top Mount,yes,yes,"Alu case,",yes,"Wired,",no,no
Nuphy Halo75,$129,"75%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Nuphy Halo75 V2,$129,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Nuphy Halo96,$139,"96%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Nuphy Halo96 V2,$139,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Nuphy Kick75,$99,"75%,",Gasket Mount,no,no,n/a,yes,"Wireless,",no,yes
Nuphy Nos75,$199,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Nuphy NuPhyX BH65,$159,"65%,",Tray Mount,yes,yes,"Alu case,",no,"Wired,",no,no
Nuphy NuType F1,$109,"65%,",n/a,no,no,Alu case,yes,"Wireless,",no,no
Nuphy NuType F1 AW20 Late Summer Night,$119,"65%,",n/a,no,no,Alu case,yes,"Wireless,",no,no
Obinslab 2,$94,"60%,",Plate Mount,no,no,n/a,yes,"Wireless,",no,no
Odin Gaming Nova 65,$149,"65%,",Plate Mount,no,yes,"Alu case,",yes,n/a,no,no
Outemu SURARA K582,$49,"100%,",Bottom Mount,no,yes,n/a,yes,"Wired,",no,yes
Outva Ganzo60,$550,"60%,",Gasket Mount,no,yes,"Alu case,",no,"Wired,",no,yes
Outva Solid Alex,$399,n/a,Gasket Mount,no,no,"Alu case,",no,"Wireless,",no,no
Piifox ER95,$169,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",yes,no
Piifox WALKER 68 Series HE,$169,"65%,",Tray Mount,yes,yes,"Alu case,",yes,"Wireless,",no,no
Piifox Walker75,$139,"75%,",Gasket Mount,yes,yes,"Alu case,",yes,"Wireless,",yes,yes
Play Keyboard PK BIOI Command 65 R2 Vintage,$99,"65%,",Top Mount,no,yes,n/a,no,"Wireless,",no,no
Protozoa Studio FOUNDATION: Chassis,$349,"80%,",Top Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Protozoa Studio FOUNDATION: PCB,$75,n/a,n/a,no,yes,n/a,yes,n/a,no,no
Protozoa Studio FOUNDATION: Tops,$99,n/a,n/a,no,no,Alu case,no,n/a,no,no
Pwnage Ultra,$59,"100%,",n/a,no,yes,Alu case,yes,"Wired,",no,no
Pwnage Zenblade 65,$219,"65%,",n/a,yes,yes,Alu case,yes,n/a,no,no
Qelec.Studio i101,$229,"100%,",Gasket Mount,no,yes,n/a,no,"Wireless,",no,no
Qwertykeys Ergo Ergonomic Alice,$155,n/a,Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Qwertykeys Ergo Ersatzteile,$27,n/a,n/a,no,yes,Alu case,no,"Wireless,",no,no
Qwertykeys Evo80,$199,"80%,",Gasket Mount,no,no,"Alu case,",yes,"Wireless,",no,no
Qwertykeys Evo80 ISOANSI,$199,"80%,",Gasket Mount,no,no,"Alu case,",yes,"Wireless,",no,no
Qwertykeys Neo60 CU ISOANSI,$195,"60%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Qwertykeys Neo60 Core,$49,"60%,",PCB Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Qwertykeys Neo60 Core Ersatzteile,$65,"60%,",n/a,no,yes,Alu case,no,"Wired,",no,no
Qwertykeys Neo60 Core ISOANSI,$115,"60%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Qwertykeys Neo60 Cu,$110,"60%,",PCB Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Qwertykeys Neo65 CU ISOANSI,$195,"65%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Qwertykeys Neo65 Cu,$110,"65%,",PCB Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Qwertykeys Neo65 Ersatzteile,$55,"65%,",n/a,no,yes,n/a,no,"Wired,",no,no
Qwertykeys Neo65 ISOANSI,$130,"65%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Qwertykeys Neo75 CU ISOANSI,$225,"75%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Qwertykeys Neo75 Cu,$121,"75%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Qwertykeys Neo80,$38,"80%,",Gasket Mount,no,yes,"Alu case,",no,"Wireless,",no,no
Qwertykeys Neo80 Ersatzteile,$64,"80%,",n/a,no,yes,n/a,no,"Wired,",no,no
Qwertykeys Neo80 ISOANSI,$140,"80%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Qwertykeys QK Alice Duo Ergonomic Alice,$350,n/a,n/a,no,yes,Alu case,no,"Wireless,",no,yes
Qwertykeys QK101,$188,"100%,",Top Mount,no,no,"Alu case,",no,"Wireless,",yes,no
Qwertykeys QK101 ISOANSI,$285,"100%,",Gasket Mount,no,no,"Alu case,",no,"Wireless,",yes,no
Qwertykeys QK65 V2 Classic,$175,"65%,",Gasket Mount,no,yes,n/a,no,"Wireless,",no,no
Qwertykeys QK80 MK2 ISOANSI,$245,"80%,",Gasket Mount,no,no,"Alu case,",no,"Wireless,",yes,no
Qwertykeys QK80 Mk2,$145,"80%,",Gasket Mount,no,no,"Alu case,",yes,"Wireless,",yes,no
REDMAGIC,$179,"96%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
REDMAGIC GK002J,$89,"100%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
REDMAGIC K100J,$169,"96%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
RX Storm Out of Stock RX870,$95,"80%,",Gasket Mount,no,no,n/a,no,"Wireless,",no,no
Razer Blackwidow V4 Pro,$355,"100%,",n/a,no,no,n/a,yes,n/a,no,yes
Razer Huntsman Mini,$129,"60%,",n/a,no,no,Alu case,yes,"Wired,",no,no
Realforce R3,$275,"80%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Realforce Topre GX1,$239,"80%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Realforce Topre R2,$184,"80%,",Plate Mount,no,no,n/a,yes,"Wired,",no,no
Realforce Topre R2 Ivory,$226,"100%,",Plate Mount,no,no,n/a,no,"Wired,",no,no
Realforce Topre R3,$242,"100%,",PCB Mount,yes,no,PCB Mount,no,"Wireless,",no,no
Realforce Topre R3S,$156,"80%,",PCB Mount,no,no,PCB Mount,no,"Wired,",no,no
Realforce Topre RC1,$235,"75%,",Plate Mount,no,no,n/a,no,"Wireless,",no,no
Realforce Topre RT1 Numpad,$105,n/a,n/a,no,no,n/a,no,Wired,no,no
Reccazr KW75,$79,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Reccazr KW75S,$59,"75%,",Gasket Mount,no,no,n/a,yes,"Wireless,",no,no
Reccazr Plane66,$179,"65%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Redragon ADITYA K513 Membrane,$31,"100%,",Bottom Mount,no,no,n/a,yes,"Wired,",no,no
Redragon AETHER K706 Pro,$49,"75%,",Bottom Mount,no,no,n/a,yes,"Wireless,",no,no
Redragon ALCOR K717 Pro,$49,"60%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon ANTONIUM K728 Pro,$54,"80%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon ARGO K670,$47,"100%,",n/a,no,yes,n/a,yes,"Wired,",no,no
Redragon AZURE K652,$69,"75%,",Bottom Mount,no,no,"Alu case,",yes,"Wireless,",no,no
Redragon BEHEMOTH K724 Pro,$69,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Redragon BK7114 Scissor Low Profile Slim,$29,"90%,",Bottom Mount,no,no,n/a,no,"Wireless,",no,no
Redragon BLUESIREN K654,$69,"100%,",Bottom Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Redragon BRAHMA K586,$79,"100%,",Bottom Mount,no,no,n/a,yes,"Wired,",no,no
Redragon CAESURA K718,$36,"100%,",Bottom Mount,no,yes,n/a,yes,"Wired,",no,yes
Redragon CARAXES K644 SE,$49,"65%,",Bottom Mount,no,yes,n/a,yes,"Wired,",no,no
Redragon CARAXES Pro K644 SE,$59,"65%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon CASTOR K631,$41,"65%,",Bottom Mount,no,yes,n/a,yes,"Wired,",no,no
Redragon CASTOR K631 Pro,$54,"65%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon CASTOR K631 Pro Mint,$59,"65%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon CASTOR K631 Pro SE,$59,"65%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon DEIMOS K599,$32,"70%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon DEVARAJAS K556,$59,"100%,",Bottom Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Redragon DEVARAJAS K556 QWERTZ DE,$74,"100%,",Bottom Mount,no,no,"Alu case,",yes,"Wired,",no,no
Redragon DEVARAJAS K556 SE,$74,"100%,",Bottom Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Redragon DEVARAJAS K556 SE Sakura,$64,"100%,",Bottom Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Redragon DHARMA K556,$57,"80%,",Bottom Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Redragon DHARMA Pro K556 Pro,$79,"100%,",Bottom Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Redragon DITI K585 Keypad,$36,"40%,",Bottom Mount,no,no,n/a,yes,"Wired,",no,no
Redragon DITI K585 Pro OneHanded,$49,"40%,",n/a,no,yes,n/a,yes,"Wireless,",no,no
Redragon DRACONIC K530 Pro,$59,"60%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon DRACONIC Pro K530,$69,"60%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon DRACONIC Pro K530 Quiet,$59,"60%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon DRAGONBORN K630,$36,"60%,",Bottom Mount,yes,yes,n/a,yes,"Wired,",no,no
Redragon Draconic K530 Pro SE,$37,n/a,Plate Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon ECLIPSE K720 Pro,$99,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",yes,yes
Redragon EISA K686 Pro,$64,"90%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Redragon EISA K686 Pro SE Anime,$74,"90%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Redragon EISA MAX K686,$69,"90%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Redragon ELF K649,$54,"78%,",Gasket Mount,no,yes,n/a,yes,"Wired,",no,no
Redragon ELF Pro K649,$79,"78%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon FAYE K685,$49,"75%,",Gasket Mount,no,yes,n/a,yes,"Wired,",no,no
Redragon FAYE K685 Pro,$59,"100%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon FIDD K683 M61,$59,"60%,",Bottom Mount,yes,no,"Alu case,",yes,"Wired,",no,no
Redragon FINKE K715 Pro,$64,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Redragon FIZZ K617,$64,"60%,",Bottom Mount,yes,no,n/a,yes,"Wired,",no,no
Redragon FIZZ K617 60,$44,"60%,",Bottom Mount,no,yes,n/a,yes,"Wired,",no,no
Redragon FIZZ K617 60 Small,$44,"60%,",Bottom Mount,no,yes,n/a,yes,"Wired,",no,no
Redragon FIZZ K617 SE,$54,"60%,",Bottom Mount,no,no,n/a,yes,"Wired,",no,no
Redragon GALATIN Pro K719,$74,"90%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Redragon GAREN K656 Pro,$64,"90%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon GAREN K656 Pro MoonDust,$64,"90%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon HORUS K609 SE,$49,"65%,",Bottom Mount,no,no,"Alu case,",yes,"Wireless,",no,no
Redragon HORUS K618 Ultraslim,$64,"100%,",Bottom Mount,no,no,n/a,yes,"Wireless,",no,no
Redragon HORUS K619,$54,"100%,",Bottom Mount,no,no,"Alu case,",yes,"Wired,",no,no
Redragon HORUS K622,$49,"80%,",Bottom Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Redragon Horus K621,$59,"80%,",Bottom Mount,no,no,n/a,yes,"Wireless,",no,no
Redragon IRELIA K658 Pro,$69,"90%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon IRONGUARD K722,$36,"60%,",Gasket Mount,no,yes,n/a,yes,"Wired,",no,no
Redragon IRONGUARD K722 Pro,$46,"60%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon K576WGP DAKSA,$56,"80%,",n/a,no,yes,n/a,no,Wired,no,no
Redragon K681,$65,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Redragon K683WB,$79,"60%,",n/a,yes,yes,Alu case,yes,"Wired,",no,no
Redragon K688 Konb,$75,"96%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Redragon K708,$69,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",yes,yes
Redragon K708 Series,$89,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",yes,yes
Redragon K732 Series,$116,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Redragon KUMARA K552 Rainbow,$44,"80%,",Bottom Mount,no,yes,n/a,yes,"Wired,",no,no
Redragon LANDSHAKER K714,$69,"75%,",Gasket Mount,yes,no,n/a,yes,"Wired,",no,yes
Redragon M61,$89,"60%,",n/a,yes,no,n/a,yes,"Wired,",no,no
Redragon M68,$89,"65%,",n/a,yes,yes,n/a,yes,"Wired,",no,no
Redragon MAGICWAND K587 Pro,$54,"80%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon MAGICWAND SE K655,$46,"75%,",Bottom Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Redragon NEPHRITE K736 Pro,$74,"90%,",Gasket Mount,yes,no,n/a,yes,"Wireless,",no,no
Redragon NOCTIS K632 Pro,$43,"60%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon NOVA K709,$39,"65%,",Gasket Mount,no,yes,n/a,yes,"Wired,",no,no
Redragon NOVA K709 Pro,$54,"65%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon OLAF K648,$54,"90%,",Bottom Mount,no,yes,n/a,yes,"Wired,",no,no
Redragon PENUMBRA K687,$69,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Redragon PENUMBRA K687 Pro,$89,"75%,",Gasket Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Redragon POLLUX K628,$42,"75%,",Bottom Mount,no,yes,n/a,yes,"Wired,",no,no
Redragon POLLUX K628 Pro,$59,"75%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon POLLUX K628 Pro SE,$69,"75%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon SHACO K641,$64,"65%,",Bottom Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Redragon SHACO K641 Pro,$79,"65%,",Bottom Mount,no,yes,"Alu case,",yes,"Wireless,",no,no
Redragon SHIVA K512 Membrane,$36,"100%,",Bottom Mount,no,no,n/a,yes,"Wired,",no,no
Redragon SHIVA K515 Membrane,$29,"90%,",Bottom Mount,no,no,n/a,yes,"Wireless,",no,no
Redragon SHIVA K516,$24,"80%,",Bottom Mount,no,no,n/a,yes,"Wired,",no,no
Redragon SHIVA K516 Pro,$29,"80%,",Bottom Mount,no,no,n/a,yes,"Wireless,",no,no
Redragon STAR BLADE K707,$42,"80%,",Gasket Mount,no,yes,n/a,yes,"Wired,",no,no
Redragon STAR BLADE K707 Pro,$54,"80%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon STAR BLADE K707 Pro Anime,$69,"80%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon SURARA K582,$46,"100%,",Bottom Mount,no,yes,n/a,yes,"Wired,",no,yes
Redragon SURARA K582 Quiet,$39,"100%,",Bottom Mount,no,yes,n/a,yes,"Wired,",no,no
Redragon SURARA K582 SE,$41,"100%,",Bottom Mount,no,yes,n/a,yes,"Wired,",no,no
Redragon TL84,$69,"75%,",n/a,no,yes,Alu case,yes,"Wireless,",no,no
Redragon TL84 Ultra Thin,$79,"75%,",n/a,no,yes,Alu case,no,"Wireless,",no,no
Redragon TRARIC K634 Pro,$39,"60%,",Bottom Mount,no,yes,"Alu case,",yes,"Wireless,",no,yes
Redragon TRUNDLE K668,$49,"100%,",Bottom Mount,no,yes,n/a,yes,"Wired,",no,no
Redragon UCAL K673 Pro,$64,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Redragon UCAL K673 Pro Anime,$79,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Redragon UCAL MAX K673,$69,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Redragon VATA K580,$69,"100%,",Bottom Mount,no,yes,n/a,yes,"Wired,",no,yes
Redragon VATA K580 Pro,$84,"100%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,yes
Redragon VISHNU K596,$56,"80%,",Bottom Mount,no,no,n/a,yes,"Wireless,",no,no
Redragon VISHNU K596 Pro,$64,"80%,",Bottom Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon WYVERN K689,$49,"100%,",Gasket Mount,no,yes,n/a,yes,"Wired,",no,no
Redragon WYVERN K689 Pro,$64,"100%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,no
Redragon YAMA K550,$64,"100%,",Bottom Mount,no,yes,"Alu case,",yes,"Wired,",no,yes
Rog Azoth OLED,$359,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Rog Geekmade Magi60,$499,"60%,",Gasket Mount,no,yes,"Alu case,",yes,"Wired,",no,no
Rog RX,$245,"65%,",n/a,no,no,n/a,yes,"Wireless,",no,no
Royal Kludge F68 Foldable,$54,"60%,",n/a,no,no,Alu case,no,"Wireless,",no,no
Royal Kludge L75,$89,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",no,yes
Royal Kludge M75,$80,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Royal Kludge M75 Color,$84,"75%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
Royal Kludge M87,$70,"80%,",Gasket Mount,no,yes,n/a,yes,"Wireless,",yes,yes
